# {'t_start': '2024-05-04_19-03-11', 'model': '3D'} 
return,length,time
13.047856,31,20.74461
12.00888,29,35.963589
5.62563,14,43.159569
8.520917,19,58.171003
7.437637,15,66.066826
3.159706,8,70.314639
5.908324,15,78.432093
9.375371,22,90.989783
10.897893,24,104.530673
8.266745,21,116.756498
11.544527,26,132.149163
5.055648,13,139.819211
10.403581,26,154.110787
10.903556,27,171.270673
9.470383,22,184.211276
5.585716,13,191.283441
4.536214,11,197.474711
9.234457,24,213.214429
8.56947,22,226.310229
9.327395,22,240.545514
6.502955,16,249.387056
16.976131,41,271.438791
6.870812,18,281.805156
9.029896,23,295.05031
7.177623,17,304.740228
8.779124,22,318.818288
4.457814,11,325.178095
4.897897,13,332.383327
9.294476,23,346.27001
4.743339,12,353.310604
8.348831,20,364.876658
7.645476,20,376.126739
9.017491,21,391.090585
11.513259,27,407.850756
9.406102,23,421.306728
12.635602,32,439.386321
10.335682,27,454.511329
10.109441,27,470.64826
7.392406,18,480.976487
4.776348,12,487.532408
7.267883,18,497.888026
7.84977,19,509.589532
7.139746,17,519.586991
5.954604,15,529.209802
9.603875,25,543.590918
14.091189,37,565.48619
11.901237,30,582.912735
5.985618,15,591.59867
4.973579,12,598.302028
8.258876,21,609.839455
5.963334,15,619.04356
6.086532,15,628.380771
8.520177,21,640.697012
8.777654,22,653.306694
8.752247,22,666.142458
8.429053,20,677.509701
5.167151,14,685.887329
4.267125,11,692.590137
11.853175,30,710.220886
12.38266,32,728.210788
13.242878,33,746.694712
5.984173,17,756.971832
6.047468,15,767.094729
8.674497,21,778.83022
5.814435,14,787.274677
5.393128,16,796.555062
12.560447,30,814.234016
8.356559,20,824.714752
9.649117,25,839.719727
19.66433,45,866.165252
8.248074,21,878.730554
6.822794,17,888.746046
8.535619,24,902.185245
10.710975,22,915.259469
10.662058,28,931.952504
12.252691,31,949.578234
3.135194,9,955.102145
13.283394,33,974.039264
14.154124,33,994.643398
8.938238,23,1008.164357
6.310413,18,1018.952154
7.814525,20,1030.700678
6.587983,17,1040.056979
11.154991,30,1057.501544
13.177973,33,1076.326869
10.06493,24,1089.891454
14.593092,34,1109.698361
9.628733,24,1123.736224
10.022582,26,1138.416632
5.933684,21,1151.508283
7.402316,16,1161.340534
4.679643,13,1169.884826
14.969217,37,1192.865069
5.872622,16,1203.425957
10.334167,25,1218.836834
5.709023,15,1228.480149
10.588931,28,1246.731119
4.573652,13,1255.837829
3.720157,10,1262.084607
15.940067,41,1291.45133
5.527435,13,1299.07017
5.759954,14,1308.677915
7.531497,19,1321.01138
4.918024,14,1329.271444
3.851964,11,1336.180604
7.754539,19,1347.722844
9.44719,24,1363.036252
8.396329,21,1375.186673
10.091653,26,1391.161259
5.760597,18,1402.210189
16.465543,41,1427.547933
12.668497,32,1447.313708
11.04713,28,1465.286191
3.548725,10,1472.013765
8.689363,22,1485.399318
11.41748,28,1503.556973
8.47306,21,1516.756507
6.296019,17,1528.223764
7.862081,19,1540.570504
9.564674,20,1552.902718
13.933765,37,1576.852493
10.171752,24,1591.069501
15.83445,40,1616.260153
12.128983,32,1635.701189
6.929655,16,1644.721654
5.733021,13,1652.438153
10.773458,26,1668.353899
4.003127,13,1676.204358
4.161993,12,1683.407758
4.28844,10,1690.000455
9.823507,26,1704.238525
6.442492,16,1713.550689
4.672699,11,1719.520327
10.025077,25,1735.0619
6.133301,15,1744.376344
4.723358,12,1752.317118
4.99896,13,1760.54248
13.116237,29,1777.968189
9.328043,24,1791.404651
7.568817,19,1801.791442
4.254755,11,1808.131166
4.8668,12,1815.515816
