# {'t_start': '2024-05-04_19-03-12', 'model': '3D'} 
return,length,time
15.171264,38,24.128102
5.525759,14,31.259842
7.101936,18,40.772984
3.653617,9,53.175458
4.069793,10,57.968056
5.066396,12,64.144136
8.002566,17,73.223696
9.396593,23,86.118303
7.616149,18,96.138196
12.577572,31,114.061945
10.695048,27,130.324581
10.931443,25,144.376321
13.244153,30,162.152751
6.705937,16,172.440603
10.832717,27,187.692751
10.528484,26,202.968894
12.451179,30,222.238624
4.984147,13,229.419487
5.469227,14,239.508608
5.55056,13,246.377847
4.981027,12,253.009762
12.367743,31,269.798621
7.167485,18,279.976841
8.143889,20,291.214547
9.924066,23,304.308529
7.148802,19,315.897957
7.850854,18,327.004801
8.869069,21,339.088147
6.519069,18,350.191899
7.648556,19,360.927668
7.518721,18,371.771384
10.11259,24,387.705724
6.61735,17,398.228923
9.029435,23,411.974661
10.1122,25,426.690691
7.645144,19,437.663144
6.961774,17,446.790189
10.957686,28,463.159301
14.200431,29,480.178124
7.655089,19,490.78167
14.27294,33,510.228584
4.259056,11,517.089636
9.886862,25,532.330558
8.033919,20,543.933392
3.272334,11,550.171
9.663172,24,564.584958
10.596685,25,579.127454
15.435996,37,599.872391
4.041254,11,605.961999
13.607251,28,623.185289
7.425137,19,634.917982
11.219757,24,648.570171
3.282425,10,654.401778
15.663705,37,675.634052
6.317548,16,685.044504
9.459784,25,700.359694
9.088292,20,711.478359
11.307827,29,728.056653
8.252456,21,739.603818
5.446895,15,748.586082
10.644619,27,765.142616
3.936302,10,771.61468
8.227624,18,781.624175
5.540858,14,789.9714
10.440139,26,805.133067
6.593375,16,814.365919
6.031383,17,823.493809
6.64053,16,832.991795
8.633022,20,844.190131
7.742977,19,855.37072
5.161833,13,863.389542
9.590897,24,877.780954
10.389123,26,893.017186
14.49001,40,916.028074
7.537073,19,927.678651
6.686559,20,938.69744
4.21667,11,945.386357
9.905953,24,959.309075
8.017238,18,969.165002
16.233677,40,994.480872
6.646967,19,1005.700708
15.620333,40,1029.502401
10.925175,27,1044.72823
5.349707,14,1052.465324
6.773708,17,1062.381319
4.559103,12,1068.941423
3.292444,10,1074.700564
11.536294,28,1091.088829
9.193429,24,1104.506184
7.769606,20,1116.494282
4.340703,12,1123.4233
9.076969,23,1136.617529
15.196725,35,1157.941991
5.350299,13,1166.270143
9.969532,26,1182.568997
11.151085,26,1199.564836
6.927125,19,1211.042136
7.909753,20,1223.58068
6.974082,18,1234.771371
8.587984,21,1250.739319
4.740296,12,1257.092246
9.881212,25,1274.022122
5.591892,15,1284.128047
4.870594,12,1293.393875
6.152404,15,1302.952878
