# {'t_start': '2024-05-04_19-03-11', 'model': '3D'} 
return,length,time
3.761477,10,10.309648
6.527113,15,18.149447
2.930672,8,22.170346
10.450112,26,35.984028
15.970413,40,69.692899
8.332159,19,80.212867
4.863384,12,86.964268
4.499517,11,93.124127
10.901687,26,107.682508
8.274238,20,119.523729
3.844469,9,125.048907
9.491629,24,139.132405
12.66195,31,156.554497
7.150126,18,168.221718
12.823948,32,186.816957
15.411997,38,209.339466
7.469968,19,221.676142
5.174159,13,229.015589
9.216017,23,243.889063
11.556406,28,259.378255
10.965861,26,273.117563
7.432743,19,283.769302
14.640381,35,303.764946
10.289108,25,319.967324
8.13671,20,331.061411
6.37014,17,340.933397
6.205932,16,350.86977
8.938393,21,362.982758
2.77195,8,367.829253
7.015807,19,378.631894
15.572767,37,403.08512
13.452836,31,421.675084
11.591952,28,437.85657
6.290154,15,446.072354
4.03025,11,452.207024
5.784146,14,460.251824
4.629869,12,467.426172
9.500878,23,480.901107
4.641146,13,487.826309
5.58404,15,496.731917
8.336223,20,509.023257
8.361963,21,521.646164
8.322981,21,534.085355
2.734958,9,539.294237
9.218851,23,552.631855
8.423867,21,565.353861
6.396919,16,574.950799
8.731934,22,587.743572
10.210815,25,601.173406
7.384289,18,611.427031
14.858112,37,634.418174
5.726089,13,641.83558
8.256268,22,654.205929
6.420165,16,663.656714
7.43292,18,674.131603
6.730789,16,683.564156
3.578677,9,688.917171
13.236547,30,706.990016
6.585252,16,715.15799
5.582404,16,725.184858
3.106979,10,730.211284
6.736422,15,738.961356
2.59338,8,743.053351
5.631197,13,751.352073
13.018446,33,771.628023
8.713208,19,782.297104
13.031243,32,801.465887
14.140287,34,820.427253
10.898175,26,835.455211
13.11308,29,851.650065
16.512741,41,876.883741
11.352176,27,892.616537
8.60936,22,905.186821
4.702723,11,911.623063
4.121046,12,918.58102
10.549542,26,934.165786
11.648302,29,950.734022
6.630109,17,960.446623
6.693456,17,969.935784
4.995805,13,978.323632
4.466074,12,985.917867
5.299604,14,994.366864
5.15814,14,1002.63398
5.756646,15,1011.741283
3.204337,10,1017.694513
10.855699,25,1032.437585
9.621754,25,1046.375675
6.907123,18,1056.616836
8.243918,20,1068.229326
6.321286,17,1077.809611
10.63943,24,1091.657335
