# {'t_start': '2024-05-04_19-03-11', 'model': '3D'} 
return,length,time
9.954489,25,17.528646
12.047894,27,31.600071
4.868659,12,37.871623
6.448041,15,56.024586
7.336087,18,65.344831
5.342473,13,72.574343
4.980135,11,78.427312
8.844502,22,90.93932
7.186163,18,100.843712
8.822025,24,114.891078
10.825769,27,131.131473
3.260192,9,136.25828
8.202668,21,147.735969
4.889871,12,154.64826
16.383766,41,180.049655
6.585709,17,189.398813
4.785451,12,196.242148
5.191772,13,204.268378
6.412998,16,214.971915
4.807175,13,223.061361
4.731115,12,229.936479
8.621164,22,243.749966
8.620471,21,255.004059
4.878944,13,262.508648
7.788082,20,273.075932
10.932324,26,287.796001
18.650685,46,315.057968
6.945777,16,325.08806
4.790653,13,332.265208
3.64449,9,337.347768
8.956289,22,350.920515
12.752958,32,369.60495
7.513956,18,382.190497
4.826896,13,389.760622
3.901833,12,397.124524
7.851976,20,409.671887
6.313453,16,419.013711
10.264736,26,433.576422
9.792299,25,447.604119
4.598203,11,454.009789
15.497178,37,475.852564
7.912475,18,485.748412
3.509312,9,491.028696
7.809281,20,502.808594
6.667914,16,512.422948
9.533047,23,527.136524
5.196636,15,535.321914
3.650536,11,541.823154
8.772077,21,554.099253
5.529219,13,562.020378
6.151682,16,571.305812
5.498783,15,579.921482
6.624624,17,589.86741
14.983964,38,610.806123
14.377348,37,633.981718
4.670876,10,639.422486
3.235574,9,644.361316
8.954122,24,658.216705
12.043759,30,675.711824
14.566903,36,697.426568
18.48111,44,723.035238
2.435386,9,727.723548
10.662213,24,740.829715
18.585291,46,769.582657
11.454608,29,786.252795
9.443939,25,800.682502
10.173752,24,814.5528
6.846066,20,825.171308
5.337466,14,833.703647
15.090139,36,853.960712
11.623066,28,871.557776
8.591219,20,883.135741
6.416565,15,892.228489
5.985994,18,902.09413
7.2,18,912.824144
8.965498,25,927.725497
3.616596,10,933.463864
11.212936,28,949.403704
6.174816,17,959.315463
5.908775,15,967.57859
9.592011,25,983.485841
5.7741,15,992.783598
4.153712,12,999.663017
7.06829,18,1010.60487
6.272184,18,1021.341835
5.879776,14,1029.635015
8.478539,21,1041.21552
7.397596,18,1051.770955
15.47528,39,1073.793657
9.181931,20,1085.106991
8.900491,22,1097.932975
9.520396,24,1111.931754
11.75198,29,1128.509274
12.180566,31,1146.895039
7.175193,16,1157.118646
11.039186,27,1174.273888
9.358347,25,1189.583426
6.016833,15,1199.562641
17.366626,42,1225.548529
12.418943,31,1245.2772
4.824684,13,1255.110967
10.430289,26,1271.786104
9.59925,23,1290.064408
14.215489,35,1312.131973
